lon,lat,at_risk_kwh
76.5,0.5,1770
76.5,6.5,3011
76.5,7.5,2828
77.5,-34.5,80241
77.5,-33.5,729290
77.5,-32.5,392125
77.5,-31.5,238192
77.5,-30.5,55365
77.5,-29.5,22866
77.5,-28.5,5067
77.5,-27.5,2548
77.5,-26.5,476
77.5,-25.5,8085
77.5,-24.5,134708
77.5,-23.5,103670
77.5,-22.5,76861
77.5,-21.5,122890
77.5,-20.5,329869
77.5,-19.5,118897
77.5,-18.5,119176
77.5,-17.5,341086
77.5,-16.5,333433
77.5,-15.5,5741
77.5,-14.5,26677
77.5,-13.5,148662
77.5,-12.5,60910
77.5,-11.5,90840
77.5,-10.5,161469
77.5,-9.5,246962
77.5,-8.5,231845
77.5,-7.5,112200
77.5,-6.5,103529
77.5,-5.5,128251
77.5,-4.5,454145
77.5,-3.5,740052
77.5,-2.5,647371
77.5,-1.5,467906
77.5,-0.5,236009
77.5,0.5,549463
77.5,1.5,241351
77.5,2.5,195563
77.5,3.5,99060
77.5,4.5,93894
77.5,7.5,5068
78.5,-34.5,66282
78.5,-33.5,541072
78.5,-32.5,478695
78.5,-31.5,462438
78.5,-30.5,94156
78.5,-29.5,17726
78.5,-28.5,885
78.5,-27.5,25780
78.5,-26.5,15878
78.5,-25.5,33000
78.5,-24.5,99427
78.5,-23.5,66513
78.5,-22.5,102794
78.5,-21.5,118558
78.5,-20.5,83907
78.5,-19.5,637
78.5,-18.5,5012
78.5,-17.5,292546
78.5,-16.5,283571
78.5,-15.5,30875
78.5,-13.5,19978
78.5,-12.5,50603
78.5,-11.5,282838
78.5,-10.5,112311
78.5,-9.5,276138
78.5,-8.5,164507
78.5,-7.5,244500
78.5,-6.5,194117
78.5,-5.5,155759
78.5,-4.5,259453
78.5,-3.5,343657
78.5,-2.5,350639
78.5,-1.5,563489
78.5,-0.5,127663
78.5,0.5,358576
78.5,1.5,339167
78.5,2.5,194511
78.5,3.5,96523
78.5,4.5,37994
78.5,6.5,5274
79.5,-34.5,164867
79.5,-33.5,610566
79.5,-32.5,707063
79.5,-31.5,293456
79.5,-30.5,23628
79.5,-29.5,639
79.5,-28.5,8272
79.5,-27.5,60280
79.5,-26.5,62356
79.5,-25.5,135562
79.5,-24.5,283585
79.5,-23.5,24647
79.5,-21.5,27359
79.5,-20.5,21005
79.5,-19.5,1767
79.5,-17.5,31209
79.5,-16.5,60777
79.5,-15.5,21355
79.5,-14.5,9717
79.5,-13.5,65560
79.5,-12.5,154691
79.5,-11.5,123685
79.5,-10.5,120517
79.5,-9.5,141514
79.5,-8.5,142728
79.5,-7.5,338080
79.5,-6.5,107754
79.5,-5.5,89220
79.5,-4.5,156311
79.5,-3.5,349480
79.5,-2.5,339033
79.5,-1.5,626677
79.5,-0.5,498161
79.5,0.5,610820
79.5,1.5,444421
79.5,2.5,161471
79.5,3.5,41966
79.5,4.5,6908
79.5,5.5,1664
79.5,6.5,261642
79.5,7.5,12992
80.5,-34.5,77081
80.5,-33.5,189294
80.5,-32.5,590689
80.5,-31.5,484609
80.5,-30.5,125419
80.5,-29.5,27471
80.5,-28.5,2505
80.5,-27.5,35729
80.5,-26.5,35541
80.5,-25.5,84654
80.5,-24.5,191040
80.5,-23.5,20872
80.5,-20.5,1701
80.5,-19.5,7592
80.5,-15.5,3698
80.5,-13.5,38060
80.5,-12.5,118284
80.5,-11.5,58579
80.5,-10.5,151845
80.5,-9.5,74396
80.5,-8.5,127264
80.5,-7.5,84319
80.5,-6.5,139555
80.5,-5.5,45001
80.5,-4.5,218927
80.5,-3.5,266460
80.5,-2.5,400305
80.5,-1.5,958381
80.5,-0.5,1091907
80.5,0.5,563719
80.5,1.5,525514
80.5,2.5,64970
80.5,3.5,2847
80.5,5.5,23040
81.5,-40.5,2642
81.5,-39.5,3456
81.5,-35.5,4155
81.5,-34.5,164201
81.5,-33.5,453512
81.5,-32.5,353931
81.5,-31.5,314525
81.5,-30.5,88500
81.5,-29.5,4433
81.5,-28.5,376
81.5,-27.5,14415
81.5,-26.5,2327
81.5,-25.5,7699
81.5,-20.5,5009
81.5,-19.5,64217
81.5,-14.5,7381
81.5,-13.5,109622
81.5,-12.5,310275
81.5,-11.5,61260
81.5,-10.5,191564
81.5,-9.5,74257
81.5,-8.5,117634
81.5,-7.5,183677
81.5,-6.5,68615
81.5,-5.5,43722
81.5,-4.5,37328
81.5,-3.5,140902
81.5,-2.5,182017
81.5,-1.5,379889
81.5,-0.5,1094109
81.5,0.5,476393
81.5,1.5,638137
81.5,2.5,118290
81.5,3.5,8503
81.5,8.5,3909
82.5,-39.5,12310
82.5,-37.5,3208
82.5,-36.5,44969
82.5,-35.5,59916
82.5,-34.5,551050
82.5,-33.5,1326658
82.5,-32.5,849084
82.5,-31.5,614171
82.5,-30.5,63384
82.5,-29.5,4544
82.5,-28.5,2058
82.5,-27.5,5398
82.5,-20.5,4350
82.5,-19.5,2285
82.5,-13.5,69554
82.5,-12.5,64616
82.5,-11.5,61602
82.5,-10.5,163623
82.5,-9.5,77550
82.5,-8.5,31866
82.5,-7.5,164076
82.5,-6.5,19948
82.5,-5.5,76309
82.5,-4.5,221980
82.5,-3.5,286413
82.5,-2.5,151252
82.5,-1.5,367750
82.5,-0.5,743341
82.5,0.5,528458
82.5,1.5,630888
82.5,2.5,67112
83.5,-38.5,4800
83.5,-37.5,12288
83.5,-36.5,46034
83.5,-35.5,191914
83.5,-34.5,510436
83.5,-33.5,658322
83.5,-32.5,534095
83.5,-31.5,498918
83.5,-30.5,169094
83.5,-29.5,24027
83.5,-28.5,13430
83.5,-27.5,24681
83.5,-20.5,1910
83.5,-16.5,13733
83.5,-14.5,2206
83.5,-13.5,101265
83.5,-12.5,167254
83.5,-11.5,116068
83.5,-10.5,123003
83.5,-9.5,88471
83.5,-8.5,13997
83.5,-7.5,67988
83.5,-6.5,76453
83.5,-5.5,126210
83.5,-4.5,258770
83.5,-3.5,139107
83.5,-2.5,34040
83.5,-1.5,129072
83.5,-0.5,511046
83.5,0.5,1079007
83.5,1.5,806648
83.5,2.5,290071
84.5,-36.5,68863
84.5,-35.5,324724
84.5,-34.5,281985
84.5,-33.5,193840
84.5,-32.5,311623
84.5,-31.5,219058
84.5,-30.5,40688
84.5,-28.5,11920
84.5,-20.5,8908
84.5,-19.5,603
84.5,-16.5,2424
84.5,-13.5,1912
84.5,-12.5,73973
84.5,-11.5,164406
84.5,-10.5,277115
84.5,-9.5,69595
84.5,-7.5,37294
84.5,-6.5,92371
84.5,-5.5,187348
84.5,-4.5,186268
84.5,-3.5,145645
84.5,-2.5,82787
84.5,-1.5,116849
84.5,-0.5,323967
84.5,0.5,427877
84.5,1.5,693215
84.5,2.5,527434
84.5,3.5,60743
84.5,4.5,35647
84.5,6.5,6946
84.5,7.5,9654
85.5,-37.5,6751
85.5,-36.5,17564
85.5,-35.5,134544
85.5,-34.5,12870
85.5,-33.5,205107
85.5,-32.5,257468
85.5,-31.5,554428
85.5,-30.5,29962
85.5,-14.5,7323
85.5,-13.5,27384
85.5,-12.5,58578
85.5,-11.5,41599
85.5,-10.5,75492
85.5,-9.5,6058
85.5,-8.5,6338
85.5,-6.5,57660
85.5,-5.5,65186
85.5,-4.5,303138
85.5,-3.5,112124
85.5,-2.5,285794
85.5,-1.5,406779
85.5,-0.5,363081
85.5,0.5,360096
85.5,1.5,327909
85.5,2.5,301292
85.5,3.5,44695
85.5,4.5,35947
85.5,5.5,83868
85.5,6.5,15745
85.5,7.5,5599
86.5,-38.5,17408
86.5,-37.5,78353
86.5,-36.5,204346
86.5,-35.5,284140
86.5,-34.5,61258
86.5,-33.5,158409
86.5,-32.5,235056
86.5,-31.5,375187
86.5,-30.5,6931
86.5,-13.5,76110
86.5,-12.5,162432
86.5,-11.5,130406
86.5,-10.5,111414
86.5,-9.5,11010
86.5,-8.5,11937
86.5,-6.5,32485
86.5,-5.5,93629
86.5,-4.5,336728
86.5,-3.5,109353
86.5,-2.5,175737
86.5,-1.5,351233
86.5,-0.5,675877
86.5,0.5,450587
86.5,1.5,198690
86.5,2.5,26856
86.5,3.5,18086
86.5,4.5,68747
86.5,5.5,19372
86.5,6.5,17330
86.5,7.5,11655
86.5,8.5,3050
86.5,9.5,18728
87.5,-38.5,11446
87.5,-37.5,148550
87.5,-36.5,153159
87.5,-35.5,297512
87.5,-34.5,227912
87.5,-33.5,214433
87.5,-32.5,169158
87.5,-31.5,66180
87.5,-30.5,23110
87.5,-18.5,4545
87.5,-17.5,116106
87.5,-16.5,3432
87.5,-13.5,55255
87.5,-12.5,96690
87.5,-11.5,145605
87.5,-10.5,124036
87.5,-9.5,44075
87.5,-8.5,4518
87.5,-7.5,46620
87.5,-6.5,124372
87.5,-5.5,71538
87.5,-4.5,231045
87.5,-3.5,186163
87.5,-2.5,300456
87.5,-1.5,365135
87.5,-0.5,360106
87.5,0.5,349100
87.5,1.5,119243
87.5,2.5,46884
87.5,4.5,12580
87.5,5.5,7128
87.5,6.5,44525
87.5,8.5,9065
87.5,9.5,38568
87.5,10.5,3970
88.5,-37.5,44736
88.5,-36.5,66879
88.5,-35.5,108479
88.5,-34.5,282304
88.5,-33.5,482500
88.5,-32.5,647399
88.5,-31.5,30178
88.5,-30.5,12554
88.5,-17.5,64819
88.5,-16.5,54826
88.5,-15.5,10488
88.5,-14.5,2124
88.5,-13.5,56004
88.5,-12.5,36132
88.5,-11.5,240108
88.5,-10.5,218358
88.5,-9.5,149162
88.5,-8.5,80753
88.5,-7.5,9372
88.5,-6.5,19183
88.5,-5.5,26266
88.5,-4.5,346377
88.5,-3.5,293861
88.5,-2.5,664623
88.5,-1.5,585206
88.5,-0.5,148766
88.5,0.5,108424
88.5,1.5,26917
88.5,2.5,141638
88.5,4.5,2799
88.5,6.5,2680
88.5,7.5,2738
88.5,8.5,17504
88.5,9.5,34739
89.5,-37.5,16480
89.5,-36.5,159775
89.5,-35.5,318512
89.5,-34.5,389079
89.5,-33.5,470054
89.5,-32.5,547062
89.5,-31.5,37979
89.5,-30.5,13218
89.5,-17.5,1207
89.5,-13.5,55572
89.5,-12.5,70680
89.5,-11.5,221163
89.5,-10.5,224191
89.5,-9.5,61155
89.5,-8.5,1958
89.5,-5.5,18359
89.5,-4.5,70854
89.5,-3.5,172781
89.5,-2.5,227812
89.5,-1.5,206267
89.5,-0.5,149769
89.5,0.5,20604
89.5,1.5,141564
89.5,2.5,240405
89.5,3.5,20788
89.5,15.5,5925
90.5,-37.5,31453
90.5,-36.5,273194
90.5,-35.5,195703
90.5,-34.5,482819
90.5,-33.5,495176
90.5,-32.5,215274
90.5,-31.5,116175
90.5,-30.5,24957
90.5,-17.5,598
90.5,-13.5,19895
90.5,-12.5,183979
90.5,-11.5,507055
90.5,-10.5,251568
90.5,-9.5,11599
90.5,-7.5,6478
90.5,-6.5,43027
90.5,-5.5,54970
90.5,-4.5,50810
90.5,-3.5,31899
90.5,-2.5,9932
90.5,-1.5,52613
90.5,-0.5,36959
90.5,0.5,113091
90.5,1.5,532886
90.5,2.5,684250
90.5,3.5,23745
90.5,5.5,16409
90.5,6.5,2117
91.5,-37.5,119726
91.5,-36.5,563177
91.5,-35.5,282830
91.5,-34.5,240684
91.5,-33.5,182551
91.5,-32.5,136911
91.5,-31.5,56330
91.5,-30.5,8692
91.5,-13.5,19063
91.5,-12.5,158163
91.5,-11.5,324670
91.5,-10.5,59791
91.5,-9.5,56768
91.5,-7.5,2758
91.5,-6.5,46604
91.5,-5.5,52811
91.5,-4.5,67996
91.5,-3.5,22138
91.5,-0.5,17397
91.5,0.5,9710
91.5,1.5,199501
91.5,2.5,91456
91.5,3.5,10443
92.5,-38.5,39018
92.5,-37.5,376726
92.5,-36.5,320692
92.5,-35.5,257592
92.5,-34.5,412637
92.5,-33.5,330813
92.5,-32.5,109287
92.5,-31.5,21257
92.5,-30.5,29215
92.5,-29.5,30287
92.5,-18.5,3014
92.5,-17.5,5839
92.5,-13.5,37499
92.5,-12.5,103123
92.5,-11.5,172784
92.5,-10.5,207922
92.5,-9.5,54526
92.5,-7.5,77459
92.5,-6.5,38740
92.5,-5.5,15836
92.5,-4.5,34539
92.5,-3.5,1729
92.5,1.5,8146
93.5,-38.5,26438
93.5,-37.5,204700
93.5,-36.5,116983
93.5,-35.5,321251
93.5,-34.5,646399
93.5,-33.5,196029
93.5,-32.5,100275
93.5,-31.5,42346
93.5,-30.5,83491
93.5,-29.5,29861
93.5,-18.5,9351
93.5,-13.5,5879
93.5,-12.5,53039
93.5,-11.5,39799
93.5,-10.5,75885
93.5,-9.5,71699
93.5,-8.5,8949
93.5,-7.5,16017
93.5,-6.5,4833
94.5,-36.5,19439
94.5,-35.5,318321
94.5,-34.5,960645
94.5,-33.5,73398
94.5,-32.5,35982
94.5,-31.5,27355
94.5,-30.5,82605
94.5,-29.5,11076
94.5,-21.5,5352
94.5,-8.5,12511
94.5,-7.5,2843
95.5,-37.5,3932
95.5,-36.5,45827
95.5,-35.5,168450
95.5,-34.5,302964
95.5,-33.5,2780
95.5,-32.5,27555
95.5,-31.5,162
95.5,-30.5,74715
95.5,-29.5,28584
95.5,-22.5,560
95.5,-18.5,14601
95.5,-8.5,18178
96.5,-42.5,11804
96.5,-38.5,3836
96.5,-37.5,23860
96.5,-36.5,11144
96.5,-35.5,146602
96.5,-34.5,121922
96.5,-33.5,5660
96.5,-32.5,38260
96.5,-31.5,15834
96.5,-30.5,52750
96.5,-29.5,19413
96.5,-28.5,2506
96.5,-24.5,1921
96.5,-19.5,618
96.5,-18.5,24378
96.5,-14.5,7639
96.5,-8.5,8171
96.5,-7.5,8104
96.5,-5.5,538
96.5,-4.5,7133
97.5,-38.5,8078
97.5,-37.5,56298
97.5,-36.5,21428
97.5,-35.5,214464
97.5,-34.5,160101
97.5,-33.5,95329
97.5,-32.5,426428
97.5,-31.5,38583
97.5,-30.5,130869
97.5,-29.5,108384
97.5,-28.5,4700
97.5,-26.5,528
97.5,-25.5,1217
97.5,-24.5,3542
97.5,-22.5,114532
97.5,-21.5,86203
97.5,-20.5,21816
97.5,-19.5,21206
97.5,-18.5,1203
97.5,-8.5,50287
97.5,-7.5,23772
98.5,-38.5,4805
98.5,-37.5,76303
98.5,-36.5,5425
98.5,-35.5,76672
98.5,-34.5,129191
98.5,-33.5,29558
98.5,-32.5,80425
98.5,-31.5,60491
98.5,-30.5,138970
98.5,-29.5,204857
98.5,-28.5,128561
98.5,-22.5,1001
98.5,-20.5,7218
98.5,-19.5,13870
98.5,-8.5,5247
98.5,-7.5,710
98.5,7.5,2813
99.5,-38.5,9569
99.5,-37.5,34575
99.5,-36.5,7702
99.5,-35.5,13413
99.5,-34.5,51474
99.5,-33.5,10917
99.5,-32.5,18115
99.5,-31.5,4742
99.5,-30.5,21308
99.5,-29.5,268111
99.5,-28.5,244469
99.5,-27.5,833
99.5,-22.5,3585
99.5,-21.5,2874
99.5,-10.5,1700
100.5,-38.5,60397
100.5,-37.5,237648
100.5,-36.5,24168
100.5,-34.5,77900
100.5,-33.5,35610
100.5,-32.5,23807
100.5,-31.5,13412
100.5,-29.5,25281
100.5,-28.5,99916
100.5,-27.5,791
100.5,-26.5,2739
100.5,-25.5,16883
100.5,-22.5,25395
100.5,-14.5,6442
100.5,-13.5,45269
100.5,-12.5,61710
100.5,-11.5,3109
100.5,-10.5,2240
100.5,3.5,1580
101.5,-39.5,1883
101.5,-38.5,69826
101.5,-37.5,405912
101.5,-36.5,30850
101.5,-35.5,147074
101.5,-34.5,262881
101.5,-33.5,11169
101.5,-32.5,8092
101.5,-31.5,12070
101.5,-29.5,10723
101.5,-28.5,25715
101.5,-27.5,794
101.5,-25.5,1420
101.5,-14.5,215207
101.5,-13.5,229778
101.5,-12.5,46389
101.5,-11.5,5561
101.5,-10.5,2510
101.5,-9.5,28835
101.5,-8.5,15154
102.5,-38.5,151387
102.5,-37.5,803150
102.5,-36.5,98564
102.5,-35.5,995253
102.5,-34.5,212873
102.5,-33.5,52573
102.5,-32.5,4990
102.5,-31.5,26400
102.5,-30.5,13152
102.5,-29.5,35900
102.5,-28.5,29028
102.5,-26.5,14168
102.5,-25.5,4208
102.5,-21.5,3831
102.5,-20.5,8155
102.5,-18.5,3846
102.5,-17.5,16891
102.5,-16.5,13723
102.5,-15.5,5012
102.5,-14.5,35414
102.5,-13.5,10423
102.5,-12.5,34450
103.5,-38.5,106755
103.5,-37.5,448963
103.5,-36.5,249478
103.5,-35.5,283094
103.5,-34.5,105977
103.5,-33.5,287503
103.5,-32.5,107835
103.5,-31.5,41537
103.5,-30.5,68593
103.5,-29.5,85173
103.5,-28.5,57979
103.5,-27.5,204
103.5,-23.5,11098
103.5,-22.5,31996
103.5,-21.5,51887
103.5,-20.5,330
103.5,-17.5,8697
103.5,-16.5,5757
103.5,1.5,102155
104.5,-38.5,18011
104.5,-37.5,94932
104.5,-36.5,381185
104.5,-35.5,294586
104.5,-34.5,194611
104.5,-33.5,48457
104.5,-32.5,6939
104.5,-31.5,4948
104.5,-30.5,11541
104.5,-29.5,50783
104.5,-28.5,154716
104.5,-23.5,30341
104.5,-22.5,29433
104.5,-21.5,1097
104.5,-15.5,6789
104.5,1.5,1144
105.5,-37.5,101841
105.5,-36.5,524724
105.5,-35.5,330027
105.5,-34.5,95737
105.5,-33.5,89381
105.5,-32.5,4468
105.5,-30.5,1391
105.5,-29.5,7974
105.5,-28.5,21198
105.5,-26.5,2648
106.5,-41.5,10441
106.5,-39.5,5060
106.5,-38.5,80504
106.5,-37.5,195064
106.5,-36.5,290588
106.5,-35.5,323099
106.5,-34.5,98020
106.5,-33.5,42364
106.5,-32.5,248
106.5,-29.5,15206
106.5,-27.5,14081
106.5,5.5,15289
107.5,-38.5,74377
107.5,-37.5,217541
107.5,-36.5,220312
107.5,-35.5,189169
107.5,-34.5,32338
107.5,-33.5,3695
107.5,-32.5,3849
108.5,-38.5,16639
108.5,-37.5,171304
108.5,-36.5,201469
108.5,-35.5,157388
108.5,-34.5,60667
108.5,-33.5,113879
109.5,-38.5,4903
109.5,-37.5,91055
109.5,-36.5,245541
109.5,-35.5,260923
109.5,-34.5,162200
109.5,-33.5,9932
110.5,-38.5,11842
110.5,-37.5,148690
110.5,-36.5,31840
110.5,-35.5,20121
110.5,-34.5,20801
110.5,-33.5,2643
110.5,-10.5,518
111.5,-37.5,36631
111.5,-36.5,1718
112.5,-37.5,4561
112.5,-10.5,402
112.5,-9.5,1515
113.5,-9.5,4120
113.5,22.5,479
114.5,-13.5,20798
114.5,21.5,291
114.5,22.5,40641
115.5,-9.5,8955
115.5,-8.5,17025
115.5,13.5,1065
115.5,16.5,13453
116.5,13.5,20993
116.5,16.5,3219
116.5,22.5,1452
117.5,17.5,6164
117.5,18.5,21195
117.5,19.5,4746
117.5,21.5,4062
117.5,23.5,427
118.5,17.5,5958
118.5,18.5,20223
118.5,19.5,6656
119.5,19.5,6483
119.5,20.5,3894
119.5,21.5,7768
119.5,22.5,12095
119.5,24.5,6230
119.5,25.5,27714
119.5,26.5,23091
120.5,22.5,314610
120.5,25.5,21124
120.5,35.5,20295
121.5,-39.5,642
121.5,24.5,1551
121.5,25.5,7930
121.5,27.5,5223
121.5,37.5,2633
121.5,38.5,20810
121.5,39.5,840
122.5,23.5,1814
122.5,24.5,4975
122.5,25.5,13370
122.5,26.5,17667
122.5,27.5,19648
122.5,29.5,62870
122.5,30.5,116463
122.5,36.5,6033
122.5,37.5,4574
122.5,38.5,120095
123.5,19.5,3200
123.5,20.5,2115
123.5,21.5,38895
123.5,23.5,1574
123.5,25.5,3724
123.5,35.5,583
123.5,36.5,6232
124.5,-39.5,1395
124.5,18.5,6766
124.5,20.5,3918
124.5,35.5,218
125.5,6.5,5185
125.5,7.5,1103
125.5,18.5,10531
125.5,19.5,16384
125.5,20.5,7646
125.5,24.5,1877
126.5,6.5,5264
126.5,16.5,14150
126.5,17.5,96587
126.5,18.5,47741
126.5,19.5,37085
126.5,20.5,14412
126.5,21.5,4024
126.5,78.5,21932
127.5,6.5,2751
127.5,10.5,2116
127.5,11.5,2089
127.5,12.5,660
127.5,15.5,92803
127.5,16.5,294674
127.5,17.5,229032
127.5,18.5,129744
127.5,19.5,54921
127.5,20.5,24692
127.5,26.5,4492
127.5,28.5,2360
128.5,5.5,4147
128.5,6.5,4203
128.5,7.5,686
128.5,9.5,2470
128.5,11.5,457
128.5,12.5,1344
128.5,13.5,39989
128.5,14.5,163495
128.5,15.5,350061
128.5,16.5,325900
128.5,17.5,410071
128.5,18.5,270798
128.5,19.5,117787
128.5,20.5,10061
128.5,28.5,7872
128.5,31.5,2958
128.5,33.5,4787
128.5,34.5,34445
129.5,6.5,5268
129.5,7.5,8316
129.5,8.5,4514
129.5,9.5,14253
129.5,10.5,409536
129.5,11.5,374253
129.5,12.5,342466
129.5,13.5,505143
129.5,14.5,317374
129.5,15.5,197446
129.5,16.5,282937
129.5,17.5,197191
129.5,18.5,229942
129.5,19.5,124675
129.5,20.5,7268
129.5,27.5,450
129.5,28.5,18627
129.5,29.5,16527
129.5,31.5,13708
129.5,32.5,227
129.5,34.5,63270
129.5,35.5,89405
130.5,3.5,160920
130.5,4.5,58620
130.5,5.5,3930
130.5,6.5,14883
130.5,7.5,38606
130.5,8.5,111812
130.5,9.5,295245
130.5,10.5,2212372
130.5,11.5,1344186
130.5,12.5,641665
130.5,13.5,349000
130.5,14.5,342431
130.5,15.5,311696
130.5,16.5,361343
130.5,17.5,250985
130.5,18.5,270597
130.5,19.5,190042
130.5,20.5,6608
130.5,25.5,598
130.5,27.5,1338
130.5,28.5,60666
130.5,29.5,8530
130.5,30.5,33360
130.5,31.5,12966
130.5,33.5,265
131.5,-38.5,2578
131.5,3.5,151191
131.5,4.5,38900
131.5,5.5,13966
131.5,6.5,89186
131.5,7.5,38631
131.5,8.5,170095
131.5,9.5,1045417
131.5,10.5,3632745
131.5,11.5,1860521
131.5,12.5,455345
131.5,13.5,285343
131.5,14.5,344560
131.5,15.5,355511
131.5,16.5,231791
131.5,17.5,205554
131.5,18.5,460190
131.5,19.5,225687
131.5,20.5,32807
131.5,22.5,787
131.5,25.5,5237
131.5,29.5,13876
131.5,30.5,12771
131.5,31.5,36865
131.5,32.5,1730
132.5,2.5,114437
132.5,3.5,374320
132.5,4.5,13369
132.5,5.5,38590
132.5,6.5,144999
132.5,7.5,46116
132.5,8.5,136326
132.5,9.5,83928
132.5,10.5,411663
132.5,11.5,1627824
132.5,12.5,1008108
132.5,13.5,559344
132.5,14.5,467248
132.5,15.5,244934
132.5,16.5,309295
132.5,17.5,396766
132.5,18.5,349792
132.5,19.5,206316
132.5,20.5,87669
132.5,21.5,10053
132.5,23.5,10967
132.5,24.5,3001
132.5,29.5,5070
132.5,30.5,2029
133.5,-8.5,110400
133.5,-7.5,116722
133.5,2.5,109488
133.5,3.5,235923
133.5,4.5,124021
133.5,5.5,105986
133.5,6.5,115225
133.5,7.5,58779
133.5,8.5,171482
133.5,9.5,192083
133.5,10.5,53471
133.5,11.5,583008
133.5,12.5,1111864
133.5,13.5,662471
133.5,14.5,690334
133.5,15.5,472454
133.5,16.5,557174
133.5,17.5,179497
133.5,18.5,69035
133.5,19.5,103970
133.5,20.5,8449
133.5,21.5,16201
133.5,22.5,2714
133.5,23.5,2408
133.5,24.5,6152
133.5,25.5,1721
133.5,27.5,704
133.5,28.5,10634
133.5,33.5,5530
134.5,-8.5,185184
134.5,-6.5,3814
134.5,3.5,7386
134.5,4.5,193041
134.5,5.5,428605
134.5,6.5,264845
134.5,7.5,16580
134.5,8.5,17340
134.5,9.5,63711
134.5,10.5,114884
134.5,11.5,581553
134.5,12.5,1312845
134.5,13.5,578231
134.5,14.5,570782
134.5,15.5,448944
134.5,16.5,664975
134.5,17.5,132776
134.5,18.5,15850
134.5,19.5,28867
134.5,20.5,23750
134.5,21.5,33495
134.5,22.5,18448
134.5,23.5,19986
134.5,24.5,38132
134.5,25.5,37262
134.5,26.5,2189
134.5,27.5,11655
134.5,28.5,12241
134.5,30.5,1534
134.5,31.5,2879
134.5,33.5,1374
134.5,39.5,97411
135.5,-9.5,9152
135.5,-8.5,115630
135.5,-7.5,1770
135.5,-5.5,35877
135.5,3.5,2275
135.5,4.5,227024
135.5,5.5,471150
135.5,6.5,522192
135.5,7.5,178839
135.5,8.5,245901
135.5,9.5,49790
135.5,11.5,384996
135.5,12.5,1172476
135.5,13.5,553094
135.5,14.5,395538
135.5,15.5,555611
135.5,16.5,805533
135.5,17.5,100516
135.5,18.5,104554
135.5,19.5,112379
135.5,20.5,58883
135.5,21.5,21863
135.5,22.5,30350
135.5,23.5,169967
135.5,24.5,595334
135.5,25.5,272393
135.5,26.5,176908
135.5,27.5,278019
135.5,28.5,69617
135.5,29.5,15195
135.5,31.5,14201
135.5,33.5,29327
136.5,-9.5,3227
136.5,-8.5,144284
136.5,-5.5,156798
136.5,3.5,6906
136.5,4.5,160448
136.5,5.5,632670
136.5,6.5,168621
136.5,7.5,41390
136.5,8.5,8253
136.5,9.5,1057
136.5,10.5,859
136.5,11.5,2339
136.5,12.5,456565
136.5,13.5,1142100
136.5,14.5,530171
136.5,15.5,844858
136.5,16.5,623626
136.5,17.5,108838
136.5,18.5,303032
136.5,19.5,136493
136.5,20.5,165240
136.5,21.5,172223
136.5,22.5,66163
136.5,23.5,110826
136.5,24.5,591668
136.5,25.5,519023
136.5,26.5,373587
136.5,27.5,217473
136.5,28.5,91737
136.5,29.5,63656
136.5,30.5,7573
136.5,33.5,32286
137.5,-8.5,618582
137.5,-7.5,5344
137.5,-6.5,5145
137.5,-5.5,129838
137.5,3.5,23297
137.5,4.5,90760
137.5,5.5,9015
137.5,6.5,1979
137.5,7.5,17836
137.5,12.5,39471
137.5,13.5,685330
137.5,14.5,636465
137.5,15.5,829491
137.5,16.5,1219994
137.5,17.5,485480
137.5,18.5,285348
137.5,19.5,393288
137.5,20.5,67552
137.5,21.5,62771
137.5,22.5,42475
137.5,23.5,237776
137.5,24.5,1050985
137.5,25.5,926201
137.5,26.5,166035
137.5,27.5,49789
137.5,28.5,15609
137.5,29.5,44316
137.5,30.5,22218
137.5,33.5,3990
138.5,-10.5,25388
138.5,-9.5,100276
138.5,-8.5,37767
138.5,2.5,88441
138.5,3.5,180969
138.5,4.5,98822
138.5,5.5,41882
138.5,6.5,26991
138.5,13.5,272059
138.5,14.5,701400
138.5,15.5,1324504
138.5,16.5,1123747
138.5,17.5,577491
138.5,18.5,394185
138.5,19.5,426570
138.5,20.5,313785
138.5,21.5,185136
138.5,22.5,77602
138.5,23.5,90960
138.5,24.5,134853
138.5,25.5,215475
138.5,26.5,41719
138.5,27.5,13998
138.5,28.5,26158
138.5,29.5,74033
138.5,30.5,43151
138.5,32.5,10483
138.5,34.5,90748
138.5,35.5,16005
138.5,40.5,7371
138.5,43.5,8030
139.5,-10.5,5141
139.5,-8.5,259
139.5,1.5,7301
139.5,2.5,68550
139.5,3.5,3529172
139.5,4.5,498182
139.5,5.5,41167
139.5,6.5,116224
139.5,7.5,21125
139.5,13.5,259485
139.5,14.5,722520
139.5,15.5,1264379
139.5,16.5,1199386
139.5,17.5,1044131
139.5,18.5,475593
139.5,19.5,692651
139.5,20.5,742236
139.5,21.5,545908
139.5,22.5,306812
139.5,23.5,169867
139.5,24.5,52443
139.5,25.5,44435
139.5,26.5,27588
139.5,27.5,79549
139.5,28.5,44291
139.5,29.5,41411
139.5,30.5,27695
139.5,31.5,2143
139.5,33.5,2148
139.5,34.5,23481
139.5,35.5,60975
139.5,40.5,14519
139.5,41.5,10316
139.5,44.5,196980
139.5,45.5,59902
140.5,1.5,176279
140.5,2.5,461848
140.5,3.5,6723978
140.5,4.5,726239
140.5,5.5,12116
140.5,6.5,218115
140.5,7.5,34030
