lon,lat,at_risk_kwh
140.5,9.5,34786
140.5,13.5,608168
140.5,14.5,1003303
140.5,15.5,1412542
140.5,16.5,1088436
140.5,17.5,1692874
140.5,18.5,1087723
140.5,19.5,1633564
140.5,20.5,1364213
140.5,21.5,404938
140.5,22.5,657709
140.5,23.5,260992
140.5,24.5,94142
140.5,25.5,10147
140.5,26.5,128258
140.5,27.5,246578
140.5,28.5,24109
140.5,29.5,52949
140.5,30.5,11104
140.5,31.5,5497
140.5,32.5,15705
140.5,33.5,19838
140.5,34.5,12348
140.5,35.5,26273
140.5,41.5,2440
140.5,44.5,28706
140.5,45.5,36301
141.5,1.5,1469694
141.5,2.5,8052947
141.5,3.5,4032231
141.5,4.5,9330
141.5,5.5,83182
141.5,6.5,158526
141.5,7.5,199087
141.5,8.5,37727
141.5,9.5,58710
141.5,12.5,1469
141.5,13.5,377085
141.5,14.5,1519834
141.5,15.5,1675817
141.5,16.5,1309925
141.5,17.5,1252336
141.5,18.5,1082146
141.5,19.5,656622
141.5,20.5,204344
141.5,21.5,127314
141.5,22.5,390633
141.5,23.5,786408
141.5,24.5,32538
141.5,25.5,44647
141.5,26.5,297631
141.5,27.5,1002690
141.5,28.5,296089
141.5,29.5,75602
141.5,30.5,241211
141.5,31.5,170342
141.5,32.5,87440
141.5,33.5,88294
141.5,34.5,220291
141.5,35.5,126284
141.5,36.5,112164
141.5,37.5,85593
141.5,38.5,75687
141.5,40.5,393157
141.5,41.5,748
142.5,1.5,117562
142.5,2.5,3038864
142.5,3.5,1715429
142.5,4.5,23068
142.5,5.5,108475
142.5,6.5,69248
142.5,7.5,264556
142.5,8.5,99230
142.5,9.5,37337
142.5,10.5,53040
142.5,15.5,6183
142.5,16.5,47318
142.5,17.5,25006
142.5,18.5,3037
142.5,19.5,1370
142.5,20.5,205
142.5,21.5,23457
142.5,22.5,856236
142.5,23.5,908233
142.5,24.5,593661
142.5,25.5,78138
142.5,26.5,41042
142.5,27.5,56720
142.5,28.5,109623
142.5,29.5,38320
142.5,30.5,67119
142.5,31.5,146451
142.5,32.5,252142
142.5,33.5,362396
142.5,34.5,818257
142.5,35.5,1024471
142.5,36.5,179381
142.5,37.5,267941
142.5,38.5,593915
142.5,39.5,532164
142.5,40.5,27099
142.5,41.5,22199
142.5,42.5,75961
143.5,-2.5,4731
143.5,2.5,3475168
143.5,3.5,2770595
143.5,4.5,64959
143.5,5.5,131755
143.5,6.5,100451
143.5,7.5,53462
143.5,8.5,114487
143.5,9.5,265820
143.5,10.5,28528
143.5,17.5,1336
143.5,18.5,17623
143.5,21.5,3830
143.5,22.5,107109
143.5,23.5,538511
143.5,24.5,377287
143.5,25.5,373088
143.5,26.5,285333
143.5,27.5,290923
143.5,28.5,491128
143.5,29.5,123938
143.5,30.5,178185
143.5,31.5,314811
143.5,32.5,914417
143.5,33.5,708347
143.5,34.5,1069919
143.5,35.5,1100713
143.5,36.5,76907
143.5,37.5,160677
143.5,38.5,744060
143.5,39.5,678627
143.5,40.5,5002
143.5,41.5,733
143.5,42.5,1012
144.5,2.5,2743471
144.5,3.5,5256065
144.5,4.5,309896
144.5,5.5,448004
144.5,6.5,236577
144.5,7.5,21574
144.5,8.5,30849
144.5,9.5,222629
144.5,10.5,232859
144.5,12.5,5490
144.5,13.5,3019
144.5,18.5,261
144.5,21.5,5080
144.5,22.5,3620
144.5,23.5,39499
144.5,24.5,293452
144.5,25.5,345364
144.5,26.5,149798
144.5,27.5,391928
144.5,28.5,418441
144.5,29.5,101526
144.5,30.5,454355
144.5,31.5,1285901
144.5,32.5,1988585
144.5,33.5,1307632
144.5,34.5,653887
144.5,35.5,991472
144.5,36.5,175066
144.5,37.5,44356
144.5,38.5,49866
144.5,39.5,198611
144.5,40.5,5734
144.5,42.5,9548
145.5,-11.5,1953
145.5,-10.5,190312
145.5,-9.5,490278
145.5,-8.5,188352
145.5,-4.5,42235
145.5,-3.5,320717
145.5,-2.5,141325
145.5,-1.5,172184
145.5,-0.5,8651
145.5,2.5,3940862
145.5,3.5,8497864
145.5,4.5,552485
145.5,5.5,541306
145.5,6.5,602544
145.5,7.5,120128
145.5,8.5,26214
145.5,9.5,35605
145.5,10.5,118635
145.5,11.5,371
145.5,22.5,4397
145.5,23.5,6584
145.5,24.5,465766
145.5,25.5,168758
145.5,26.5,21886
145.5,27.5,97816
145.5,28.5,288199
145.5,29.5,504414
145.5,30.5,406372
145.5,31.5,789123
145.5,32.5,1512936
145.5,33.5,915383
145.5,34.5,987231
145.5,35.5,774993
145.5,36.5,237108
145.5,37.5,106156
145.5,38.5,14485
145.5,39.5,46967
145.5,40.5,5310
145.5,41.5,25319
146.5,-12.5,29915
146.5,-11.5,479116
146.5,-10.5,470320
146.5,-9.5,329139
146.5,-8.5,51367
146.5,-5.5,264255
146.5,-4.5,299128
146.5,-3.5,548607
146.5,-2.5,59801
146.5,-1.5,779952
146.5,-0.5,79184
146.5,0.5,68808
146.5,1.5,12790
146.5,2.5,8583316
146.5,3.5,11105243
146.5,4.5,281599
146.5,5.5,638383
146.5,6.5,927650
146.5,7.5,20966
146.5,8.5,270209
146.5,9.5,343154
146.5,10.5,61064
146.5,11.5,856
146.5,14.5,3411
146.5,17.5,2066
146.5,19.5,6076
146.5,20.5,9892
146.5,21.5,18053
146.5,22.5,17243
146.5,23.5,86045
146.5,24.5,907033
146.5,25.5,732456
146.5,26.5,1069383
146.5,27.5,943711
146.5,28.5,765523
146.5,29.5,682838
146.5,30.5,211705
146.5,31.5,771908
146.5,32.5,404362
146.5,33.5,610308
146.5,34.5,2007268
146.5,35.5,820480
146.5,36.5,383711
146.5,37.5,512910
146.5,38.5,177364
146.5,39.5,753856
146.5,40.5,48949
146.5,41.5,25718
146.5,43.5,10536
147.5,-43.5,4236
147.5,-12.5,1137189
147.5,-11.5,1052984
147.5,-10.5,200261
147.5,-9.5,79043
147.5,-7.5,441435
147.5,-6.5,130844
147.5,-5.5,172836
147.5,-4.5,552922
147.5,-3.5,180804
147.5,-2.5,2124
147.5,-1.5,881124
147.5,-0.5,151363
147.5,0.5,14968
147.5,1.5,230482
147.5,2.5,11040858
147.5,3.5,7110058
147.5,4.5,312267
147.5,5.5,1090654
147.5,6.5,1169983
147.5,7.5,36749
147.5,8.5,325060
147.5,9.5,484484
147.5,10.5,34054
147.5,12.5,341
147.5,14.5,1256
147.5,20.5,13652
147.5,21.5,591
147.5,22.5,76926
147.5,23.5,766493
147.5,24.5,1169180
147.5,25.5,883484
147.5,26.5,891677
147.5,27.5,847298
147.5,28.5,871326
147.5,29.5,348981
147.5,30.5,324876
147.5,31.5,351260
147.5,32.5,208299
147.5,33.5,630260
147.5,34.5,2586076
147.5,35.5,1026827
147.5,36.5,480225
147.5,37.5,598828
147.5,38.5,242289
147.5,39.5,2472921
147.5,40.5,309726
148.5,-13.5,209344
148.5,-12.5,1258706
148.5,-11.5,374013
148.5,-10.5,129724
148.5,-8.5,112269
148.5,-7.5,269485
148.5,-6.5,273151
148.5,-5.5,84917
148.5,-4.5,822750
148.5,-3.5,268534
148.5,-2.5,39367
148.5,-1.5,394829
148.5,-0.5,141671
148.5,0.5,7653
148.5,1.5,57881
148.5,2.5,6552724
148.5,3.5,1630127
148.5,4.5,251530
148.5,5.5,642361
148.5,6.5,766524
148.5,7.5,54477
148.5,8.5,139475
148.5,9.5,313645
148.5,10.5,123454
148.5,11.5,3513
148.5,12.5,96629
148.5,13.5,14687
148.5,16.5,2341
148.5,18.5,254
148.5,20.5,45865
148.5,21.5,251528
148.5,22.5,1809608
148.5,23.5,1759498
148.5,24.5,1017507
148.5,25.5,970719
148.5,26.5,1119961
148.5,27.5,526472
148.5,28.5,665172
148.5,29.5,348995
148.5,30.5,149785
148.5,31.5,248651
148.5,32.5,401853
148.5,33.5,708000
148.5,34.5,1167345
148.5,35.5,1389483
148.5,36.5,406281
148.5,37.5,361083
148.5,38.5,297579
148.5,39.5,849114
148.5,40.5,1213822
149.5,-13.5,843745
149.5,-12.5,978641
149.5,-11.5,110638
149.5,-10.5,117794
149.5,-8.5,273540
149.5,-7.5,238196
149.5,-6.5,746019
149.5,-5.5,33286
149.5,-4.5,594883
149.5,-3.5,97305
149.5,-2.5,66860
149.5,-1.5,249837
149.5,-0.5,301540
149.5,0.5,66094
149.5,1.5,36981
149.5,2.5,4800981
149.5,3.5,742681
149.5,4.5,369904
149.5,5.5,358436
149.5,6.5,91108
149.5,7.5,15275
149.5,8.5,12282
149.5,9.5,475063
149.5,10.5,470473
149.5,11.5,30718
149.5,12.5,131911
149.5,13.5,144810
149.5,14.5,101105
149.5,15.5,158559
149.5,16.5,382054
149.5,17.5,380081
149.5,18.5,364558
149.5,19.5,660532
149.5,20.5,818128
149.5,21.5,813585
149.5,22.5,1803820
149.5,23.5,1611885
149.5,24.5,832913
149.5,25.5,864539
149.5,26.5,939434
149.5,27.5,578740
149.5,28.5,510061
149.5,29.5,307550
149.5,30.5,153664
149.5,31.5,186395
149.5,32.5,569108
149.5,33.5,757685
149.5,34.5,682890
149.5,35.5,1461686
149.5,36.5,1052928
149.5,37.5,827005
149.5,38.5,336405
149.5,39.5,956291
149.5,40.5,6848931
149.5,41.5,66755
149.5,45.5,4557
150.5,-14.5,11488
150.5,-13.5,1248045
150.5,-12.5,824543
150.5,-11.5,337410
150.5,-10.5,186399
150.5,-9.5,79024
150.5,-8.5,220842
150.5,-7.5,166997
150.5,-6.5,150249
150.5,-5.5,31668
150.5,-4.5,407291
150.5,-3.5,22854
150.5,-2.5,15678
150.5,-1.5,502697
150.5,-0.5,225882
150.5,0.5,75607
150.5,1.5,55263
150.5,2.5,3737234
150.5,3.5,620968
150.5,4.5,593649
150.5,5.5,424987
150.5,6.5,373346
150.5,7.5,306696
150.5,8.5,1724
150.5,9.5,264664
150.5,10.5,207628
150.5,11.5,35816
150.5,12.5,124783
150.5,13.5,213277
150.5,14.5,381078
150.5,15.5,620453
150.5,16.5,1241384
150.5,17.5,928825
150.5,18.5,581662
150.5,19.5,895924
150.5,20.5,927957
150.5,21.5,878924
150.5,22.5,1300191
150.5,23.5,1634368
150.5,24.5,745036
150.5,25.5,503570
150.5,26.5,604363
150.5,27.5,771876
150.5,28.5,533977
150.5,29.5,270840
150.5,30.5,149625
150.5,31.5,176518
150.5,32.5,111301
150.5,33.5,523684
150.5,34.5,661096
150.5,35.5,1490184
150.5,36.5,628067
150.5,37.5,1060955
150.5,38.5,514579
150.5,39.5,1322195
150.5,40.5,7059688
150.5,41.5,2156165
150.5,42.5,131732
150.5,44.5,81212
150.5,45.5,599625
150.5,55.5,6390
151.5,-14.5,162728
151.5,-13.5,1153168
151.5,-12.5,676521
151.5,-11.5,455343
151.5,-10.5,42373
151.5,-9.5,297958
151.5,-8.5,117826
151.5,-7.5,248351
151.5,-6.5,205889
151.5,-5.5,24332
151.5,-4.5,316107
151.5,-3.5,116195
151.5,-2.5,116208
151.5,-1.5,759926
151.5,-0.5,92852
151.5,0.5,41049
151.5,1.5,96235
151.5,2.5,455469
151.5,3.5,389713
151.5,4.5,587828
151.5,5.5,310288
151.5,6.5,123259
151.5,7.5,3238
151.5,9.5,255579
151.5,10.5,480753
151.5,11.5,7912
151.5,12.5,90075
151.5,13.5,217440
151.5,14.5,499766
151.5,15.5,803401
151.5,16.5,993819
151.5,17.5,534612
151.5,18.5,332594
151.5,19.5,652261
151.5,20.5,394708
151.5,21.5,560751
151.5,22.5,1067895
151.5,23.5,2073866
151.5,24.5,840234
151.5,25.5,106919
151.5,26.5,166480
151.5,27.5,679417
151.5,28.5,559793
151.5,29.5,384018
151.5,30.5,92712
151.5,31.5,188111
151.5,32.5,301023
151.5,33.5,543319
151.5,34.5,749907
151.5,35.5,836120
151.5,36.5,290428
151.5,37.5,810872
151.5,38.5,354578
151.5,39.5,693247
151.5,40.5,1226186
151.5,41.5,4174086
151.5,42.5,2665958
151.5,45.5,459893
151.5,46.5,68026
152.5,-42.5,1203
152.5,-41.5,2860
152.5,-14.5,548403
152.5,-13.5,1003095
152.5,-12.5,495456
152.5,-11.5,121240
152.5,-10.5,151462
152.5,-9.5,194255
152.5,-8.5,480163
152.5,-7.5,345130
152.5,-6.5,612328
152.5,-5.5,207588
152.5,-4.5,2783
152.5,-2.5,362177
152.5,-1.5,1390310
152.5,-0.5,90844
152.5,0.5,14538
152.5,1.5,132279
152.5,2.5,385631
152.5,3.5,1076546
152.5,4.5,875335
152.5,5.5,171710
152.5,6.5,48704
152.5,7.5,24785
152.5,8.5,8004
152.5,9.5,267117
152.5,10.5,296305
152.5,11.5,168908
152.5,12.5,291754
152.5,13.5,539887
152.5,14.5,623697
152.5,15.5,1093376
152.5,16.5,1389634
152.5,17.5,1320596
152.5,18.5,497572
152.5,19.5,621344
152.5,20.5,364542
152.5,21.5,542117
152.5,22.5,1015475
152.5,23.5,799469
152.5,24.5,389474
152.5,25.5,90024
152.5,26.5,34148
152.5,27.5,339877
152.5,28.5,620634
152.5,29.5,354072
152.5,30.5,91546
152.5,31.5,96355
152.5,32.5,215285
152.5,33.5,257406
152.5,34.5,360553
152.5,35.5,1518265
152.5,36.5,592447
152.5,37.5,1057453
152.5,38.5,294674
152.5,39.5,655919
152.5,40.5,1172247
152.5,41.5,3716592
152.5,42.5,703442
152.5,45.5,641947
152.5,46.5,158615
153.5,-43.5,4998
153.5,-42.5,11676
153.5,-41.5,311247
153.5,-40.5,361581
153.5,-39.5,51518
153.5,-14.5,547144
153.5,-13.5,1066762
153.5,-12.5,410041
153.5,-11.5,201195
153.5,-10.5,242150
153.5,-9.5,104581
153.5,-8.5,793422
153.5,-7.5,434382
153.5,-6.5,312078
153.5,-5.5,385248
153.5,-4.5,577
153.5,-3.5,1758
153.5,-2.5,214530
153.5,-1.5,630969
153.5,-0.5,25675
153.5,0.5,154480
153.5,1.5,346904
153.5,2.5,769267
153.5,3.5,1462030
153.5,4.5,539370
153.5,5.5,13172
153.5,6.5,130336
153.5,7.5,79458
153.5,8.5,197659
153.5,9.5,545824
153.5,10.5,206861
153.5,11.5,39573
153.5,12.5,551728
153.5,13.5,433448
153.5,14.5,484561
153.5,15.5,525158
153.5,16.5,1309009
153.5,17.5,1164061
153.5,18.5,294967
153.5,19.5,315565
153.5,20.5,679948
153.5,21.5,557408
153.5,22.5,919997
153.5,23.5,668182
153.5,24.5,427323
153.5,25.5,136928
153.5,26.5,73242
153.5,27.5,190121
153.5,28.5,436825
153.5,29.5,485060
153.5,30.5,204337
153.5,31.5,217388
153.5,32.5,29101
153.5,33.5,114841
153.5,34.5,381365
153.5,35.5,1570804
153.5,36.5,891859
153.5,37.5,941671
153.5,38.5,429328
153.5,39.5,345194
153.5,40.5,992464
153.5,41.5,1676643
153.5,42.5,1180544
153.5,43.5,181242
153.5,45.5,105085
153.5,46.5,231521
154.5,-43.5,107046
154.5,-42.5,50982
154.5,-41.5,539306
154.5,-40.5,580711
154.5,-39.5,512763
154.5,-38.5,5988
154.5,-37.5,520
154.5,-14.5,209924
154.5,-13.5,707938
154.5,-12.5,424623
154.5,-11.5,226582
154.5,-10.5,198673
154.5,-9.5,124932
154.5,-8.5,257405
154.5,-7.5,122045
154.5,-6.5,376589
154.5,-5.5,57119
154.5,-4.5,2303
154.5,-3.5,2125
154.5,-2.5,386207
154.5,-1.5,225890
154.5,-0.5,50242
154.5,0.5,47803
154.5,1.5,181660
154.5,2.5,893035
154.5,3.5,286717
154.5,4.5,333105
154.5,5.5,430244
154.5,6.5,618225
154.5,7.5,94741
154.5,8.5,137484
154.5,9.5,213196
154.5,10.5,152526
154.5,11.5,179144
154.5,12.5,428036
154.5,13.5,372177
154.5,14.5,394190
154.5,15.5,377577
154.5,16.5,690010
154.5,17.5,861412
154.5,18.5,477145
154.5,19.5,595900
154.5,20.5,780563
154.5,21.5,731511
154.5,22.5,1052974
154.5,23.5,655878
154.5,24.5,104333
154.5,25.5,156166
154.5,26.5,10378
154.5,27.5,214522
154.5,28.5,393046
154.5,29.5,420192
154.5,30.5,203624
154.5,31.5,211154
154.5,32.5,39353
154.5,33.5,108391
154.5,34.5,1021493
154.5,35.5,1065016
154.5,36.5,1197102
154.5,37.5,699078
154.5,38.5,339753
154.5,39.5,145852
154.5,40.5,206925
154.5,41.5,873744
154.5,42.5,806959
154.5,43.5,426501
154.5,44.5,70222
154.5,45.5,198485
154.5,46.5,28573
155.5,-43.5,727811
155.5,-42.5,918342
155.5,-41.5,321562
155.5,-40.5,428441
155.5,-39.5,569338
155.5,-38.5,44059
155.5,-37.5,79816
155.5,-36.5,95313
155.5,-35.5,58393
155.5,-14.5,42201
155.5,-13.5,1129134
155.5,-12.5,718470
155.5,-11.5,231590
155.5,-10.5,67280
155.5,-9.5,111910
155.5,-8.5,499905
155.5,-7.5,339576
155.5,-6.5,2135
155.5,-5.5,112158
155.5,-4.5,110203
155.5,-3.5,285437
155.5,-2.5,481281
155.5,-1.5,33354
155.5,-0.5,284984
155.5,0.5,221973
155.5,1.5,508220
155.5,2.5,876035
155.5,3.5,236726
155.5,4.5,625105
155.5,5.5,1014319
155.5,6.5,792635
155.5,7.5,9877
155.5,8.5,244380
155.5,9.5,383314
155.5,10.5,132584
155.5,11.5,199211
155.5,12.5,434900
155.5,13.5,278181
155.5,14.5,636397
155.5,15.5,447095
155.5,16.5,608918
155.5,17.5,608619
155.5,18.5,558091
155.5,19.5,324963
155.5,20.5,545814
155.5,21.5,540961
155.5,22.5,721300
155.5,23.5,555079
155.5,24.5,38533
155.5,25.5,19251
155.5,26.5,3590
155.5,27.5,277113
155.5,28.5,383025
155.5,29.5,263779
155.5,30.5,77204
155.5,31.5,62275
155.5,32.5,56668
155.5,33.5,151949
155.5,34.5,1037351
155.5,35.5,971852
155.5,36.5,989880
155.5,37.5,562370
155.5,38.5,832175
155.5,39.5,571769
155.5,40.5,761738
155.5,41.5,1345437
155.5,42.5,1104661
155.5,43.5,988460
155.5,44.5,2599
156.5,-43.5,360704
156.5,-42.5,1068443
156.5,-41.5,462257
156.5,-40.5,727030
156.5,-39.5,470184
156.5,-38.5,835434
156.5,-37.5,599152
156.5,-36.5,586754
156.5,-35.5,415917
156.5,-34.5,5231
156.5,-14.5,2020
156.5,-13.5,794460
156.5,-12.5,435277
156.5,-11.5,106493
156.5,-10.5,589123
156.5,-9.5,966529
156.5,-8.5,440985
156.5,-6.5,86841
156.5,-5.5,576003
156.5,-4.5,527692
156.5,-3.5,316111
156.5,-2.5,256915
156.5,-1.5,24872
156.5,-0.5,105943
156.5,0.5,454357
156.5,1.5,534664
156.5,2.5,507592
156.5,3.5,581111
156.5,4.5,960808
156.5,5.5,527781
156.5,6.5,377858
156.5,7.5,248200
156.5,8.5,266250
156.5,9.5,257696
156.5,10.5,445686
156.5,11.5,1017970
156.5,12.5,614927
156.5,13.5,556405
156.5,14.5,807240
156.5,15.5,379610
156.5,16.5,525911
156.5,17.5,382383
156.5,18.5,479994
156.5,19.5,240051
156.5,20.5,259477
156.5,21.5,277030
156.5,22.5,117524
156.5,23.5,291671
156.5,24.5,38800
156.5,26.5,127972
156.5,27.5,394206
156.5,28.5,371260
156.5,29.5,142731
156.5,30.5,106574
156.5,31.5,175508
156.5,32.5,106705
156.5,33.5,129424
156.5,34.5,242906
156.5,35.5,922906
156.5,36.5,1124733
156.5,37.5,638853
156.5,38.5,1240837
156.5,39.5,395344
156.5,40.5,503580
156.5,41.5,678719
156.5,42.5,2931417
156.5,43.5,4820471
156.5,44.5,255856
156.5,45.5,25197
157.5,-43.5,12150
157.5,-42.5,912652
157.5,-41.5,564409
157.5,-40.5,853957
157.5,-39.5,453319
157.5,-38.5,998296
157.5,-37.5,1048987
157.5,-36.5,895171
157.5,-35.5,186965
157.5,-34.5,9274
157.5,-26.5,2801
157.5,-25.5,2128
157.5,-14.5,726454
157.5,-13.5,1082371
157.5,-12.5,1441627
157.5,-11.5,1281560
157.5,-10.5,721749
157.5,-9.5,1380547
157.5,-8.5,35416
157.5,-7.5,26584
157.5,-6.5,1624847
157.5,-5.5,1394485
157.5,-4.5,494176
157.5,-3.5,403330
157.5,-2.5,115565
157.5,-1.5,108821
157.5,-0.5,195953
157.5,0.5,177653
157.5,1.5,201161
157.5,2.5,356129
157.5,3.5,518781
157.5,4.5,443390
157.5,5.5,59525
157.5,6.5,35295
157.5,7.5,72141
157.5,8.5,174947
157.5,9.5,57244
157.5,10.5,1681948
157.5,11.5,3100868
157.5,12.5,1241771
157.5,13.5,1269246
157.5,14.5,1465518
157.5,15.5,584057
157.5,16.5,718575
157.5,17.5,582306
157.5,18.5,532394
157.5,19.5,161552
157.5,20.5,179068
157.5,21.5,169970
157.5,22.5,179223
157.5,23.5,157954
157.5,24.5,65106
157.5,25.5,206073
157.5,26.5,207743
157.5,27.5,227945
157.5,28.5,318799
157.5,29.5,278983
157.5,30.5,208190
157.5,31.5,110454
157.5,32.5,189825
157.5,33.5,156748
157.5,34.5,242146
157.5,35.5,567214
157.5,36.5,789715
157.5,37.5,776110
157.5,38.5,551220
157.5,39.5,202331
157.5,40.5,338371
157.5,41.5,469466
157.5,42.5,6526425
157.5,43.5,2362014
157.5,44.5,195339
157.5,45.5,197544
157.5,46.5,353578
158.5,-42.5,275614
158.5,-41.5,173824
158.5,-40.5,241760
158.5,-39.5,107084
158.5,-38.5,384087
158.5,-37.5,560575
158.5,-36.5,265892
158.5,-35.5,20128
158.5,-26.5,539
158.5,-25.5,404641
158.5,-15.5,933663
158.5,-14.5,1661878
158.5,-13.5,1438967
158.5,-12.5,1825161
158.5,-11.5,1600857
158.5,-10.5,2203607
158.5,-9.5,1103882
158.5,-8.5,5162
158.5,-7.5,942239
158.5,-6.5,3912721
158.5,-5.5,2837821
158.5,-4.5,295134
158.5,-3.5,197427
158.5,-2.5,221315
158.5,-1.5,81684
158.5,-0.5,2355603
158.5,0.5,1672099
158.5,1.5,1965966
158.5,2.5,1041822
158.5,3.5,207118
158.5,4.5,309980
158.5,5.5,231219
158.5,6.5,53852
158.5,7.5,139407
158.5,8.5,271295
158.5,9.5,18379
158.5,10.5,276
158.5,11.5,170190
158.5,12.5,2566780
158.5,13.5,2550980
158.5,14.5,1574547
158.5,15.5,890174
158.5,16.5,821986
158.5,17.5,481895
158.5,18.5,320416
158.5,19.5,198860
158.5,20.5,194343
158.5,21.5,303706
158.5,22.5,235707
158.5,23.5,168445
158.5,24.5,179417
158.5,25.5,84254
158.5,26.5,189738
158.5,27.5,229604
158.5,28.5,298273
158.5,29.5,425449
158.5,30.5,244938
158.5,31.5,87821
158.5,32.5,362938
158.5,33.5,520118
158.5,34.5,285557
158.5,35.5,315213
158.5,36.5,983807
158.5,37.5,842718
158.5,38.5,397224
158.5,39.5,1105431
158.5,40.5,261341
158.5,41.5,1751279
158.5,42.5,5721499
158.5,43.5,5062041
158.5,44.5,234373
158.5,45.5,25555
158.5,46.5,1263363
158.5,51.5,14078
158.5,52.5,94460
159.5,-42.5,2801
159.5,-41.5,27101
159.5,-40.5,41739
159.5,-39.5,6947
159.5,-38.5,51526
159.5,-37.5,374316
159.5,-36.5,319449
159.5,-35.5,105500
159.5,-26.5,4243
159.5,-25.5,391306
159.5,-20.5,837
159.5,-16.5,5724
159.5,-15.5,1023542
159.5,-14.5,1049833
159.5,-13.5,1245718
159.5,-12.5,1138677
159.5,-11.5,506213
159.5,-10.5,1562459
159.5,-9.5,232266
159.5,-8.5,10660
159.5,-7.5,3539199
159.5,-6.5,3553499
159.5,-5.5,446246
159.5,-4.5,27806
159.5,-3.5,43965
159.5,-2.5,82635
159.5,-1.5,9732
159.5,-0.5,2597738
159.5,0.5,3068511
159.5,1.5,3859926
159.5,2.5,1774154
159.5,3.5,215617
159.5,4.5,249217
159.5,5.5,167682
159.5,6.5,21597
159.5,7.5,155967
159.5,8.5,159024
159.5,9.5,77326
159.5,12.5,1816
159.5,13.5,1205805
159.5,14.5,1869662
159.5,15.5,588438
159.5,16.5,602536
159.5,17.5,196799
159.5,18.5,154172
159.5,19.5,134755
159.5,20.5,240402
159.5,21.5,243967
159.5,22.5,378345
159.5,23.5,104358
159.5,24.5,127395
159.5,25.5,78331
159.5,26.5,96591
159.5,27.5,194658
159.5,28.5,346438
159.5,29.5,370607
159.5,30.5,341139
159.5,31.5,39841
159.5,32.5,133310
159.5,33.5,453056
159.5,34.5,281324
159.5,35.5,834692
159.5,36.5,1146457
159.5,37.5,370023
159.5,38.5,460764
159.5,39.5,398691
159.5,40.5,130324
159.5,41.5,620404
159.5,42.5,3003805
159.5,43.5,8361698
159.5,44.5,236857
159.5,45.5,18047
159.5,46.5,3862
159.5,47.5,362867
159.5,48.5,4836
159.5,53.5,74570
160.5,-44.5,7727
160.5,-38.5,10719
160.5,-37.5,46871
160.5,-36.5,185069
160.5,-35.5,234435
160.5,-26.5,147764
160.5,-25.5,181618
160.5,-24.5,1830
160.5,-16.5,8098
160.5,-15.5,479582
160.5,-14.5,565708
160.5,-13.5,805189
160.5,-12.5,32898
160.5,-11.5,219388
160.5,-10.5,336964
160.5,-9.5,37037
160.5,-8.5,17582
160.5,-7.5,3755311
160.5,-6.5,4483676
160.5,-5.5,2377894
160.5,-4.5,182885
160.5,-3.5,50050
160.5,-2.5,20069
160.5,-1.5,236334
160.5,-0.5,1936820
160.5,0.5,1870629
160.5,1.5,1826521
160.5,2.5,656381
160.5,3.5,232669
160.5,4.5,279900
160.5,5.5,16148
160.5,6.5,31404
160.5,7.5,332268
160.5,8.5,33758
160.5,9.5,76244
160.5,13.5,506
160.5,14.5,354461
160.5,15.5,562113
160.5,16.5,470752
160.5,17.5,213509
160.5,18.5,323998
160.5,19.5,388891
160.5,20.5,224588
160.5,21.5,259531
160.5,22.5,243691
160.5,23.5,85490
160.5,24.5,81298
160.5,25.5,23293
160.5,26.5,129020
160.5,27.5,261593
160.5,28.5,618873
160.5,29.5,497581
160.5,30.5,279115
160.5,31.5,49170
160.5,32.5,77052
160.5,33.5,160731
160.5,34.5,258076
160.5,35.5,830693
160.5,36.5,885953
160.5,37.5,770077
160.5,38.5,180825
160.5,39.5,378540
160.5,40.5,422481
160.5,41.5,2862824
160.5,42.5,1651911
160.5,43.5,1594602
160.5,44.5,564206
160.5,45.5,180050
160.5,46.5,213508
160.5,47.5,1107381
160.5,48.5,771658
161.5,-37.5,27881
161.5,-36.5,204930
161.5,-35.5,238625
161.5,-34.5,12614
161.5,-26.5,523839
161.5,-25.5,57539
161.5,-24.5,4111
161.5,-15.5,192974
161.5,-14.5,735463
161.5,-13.5,1508116
161.5,-12.5,1366997
161.5,-11.5,1255890
161.5,-10.5,59292
161.5,-9.5,236824
161.5,-8.5,3255654
161.5,-7.5,2915343
161.5,-6.5,1520416
161.5,-5.5,1764791
161.5,-4.5,355805
161.5,-3.5,27428
161.5,-2.5,151981
161.5,-1.5,1625232
161.5,-0.5,2290982
161.5,0.5,2389502
161.5,1.5,912906
161.5,2.5,33449
161.5,3.5,158478
161.5,4.5,227097
161.5,5.5,195045
161.5,6.5,91343
161.5,7.5,199309
161.5,8.5,26947
161.5,9.5,46826
161.5,14.5,16063
161.5,15.5,532226
161.5,16.5,459141
161.5,17.5,355096
161.5,18.5,408610
161.5,19.5,312846
161.5,20.5,259167
161.5,21.5,436089
161.5,22.5,270782
161.5,23.5,71221
161.5,24.5,121480
161.5,25.5,77617
161.5,26.5,257449
161.5,27.5,529671
161.5,28.5,925317
161.5,29.5,519475
161.5,30.5,240407
161.5,31.5,293811
161.5,32.5,174002
161.5,33.5,118185
161.5,34.5,305156
161.5,35.5,355136
161.5,36.5,1309360
161.5,37.5,524387
161.5,38.5,485468
161.5,39.5,327591
161.5,40.5,608499
161.5,41.5,750453
161.5,42.5,416147
161.5,43.5,213527
161.5,44.5,1008696
161.5,45.5,454495
